Dhc	Andrasfai(2)
YlSgkTDGgapDPDgaiGlPDTCSiGgiGkTCTDPDGiGgagapDPDPDPDgaga_	Circ(26;1.3.7.11.13)
YlSggSD_iAsDSDiAi_lSDTOUi_ii_hTOSTSDAi_gIiAoTSDOTSDgIiA_	Circ(26;1.3.9.11.13)
YhEILDPiIgtPTPIgaiKTPPTEaiIaiLPTDSTPiaiIiIgdSTPDSTPaiIg_	Circ(26;1.5.7.9.11)
YhEILDPiIgdPDPaggiHDPCTEGiIGiLCTDPDPiGiIgagdPDPDPDPagag_	Circ(26;1.5.7.9.13)
YhEILDPIGgpPPPggiILPPTDCiIGiIKTDDDPPgiIIaggdDPPDDPPaagg_	Circ(26;1.5.7.11.13)
YhEIHCPaIGsPSPiGiaLSPTPEiaIiaHTPCTSPaiaIIiGcTSPCTSPaIiG_	Circ(26;1.5.9.11.13)
YhCKIE`SHOq`Q`hOiSLQ`TICiSKiSITIEdQ`SiSHQhOadQ`AdQ``QhO_	Circ(26;1.6.8.11.13)
YhCGKD@gI_t@T@i_igLT@TSEigIigLTSDTT@IigGii_`TT@@TT@_ii__	Circ(26;1.7.9.11.13)
YUWosZEWpbBEBE`bGWpBECKWGWsGWuCKX`BEKGWoo`bP`BEp`BEWo`b?	Circ(26;2.3.7.8.13)
YQIURGqeQXCqCqaXGePCqCRIGeQGePCRIPCqqGeRGaXEPCqePCqRGaX?	Circ(26;2.5.6.9.13)
YCrb`o[B_M?[_[oM[Bb_[M@o[B_[B_M@oB_[_[Be@oM[B_[[B_[M@oM?	Circ(26;3.4.5.12.13)
YCQadPSiaiTSTSIiAicTSPTQaiaaidPTPSTSiaiaiIiTSTSTSTSIiIi?	Circ(26;3.5.7.9.11)
YCQadPSiaiDSDSaiGi`DSCTQGiaGidCTPPDSiGiagaiTPDSTPDSIgai?	Circ(26;3.5.7.9.13)
YCQadPSI_iPSPSgiIIdPSTDOiI_iIcTDPDPSgiIaagiTDPSTDPSIagi?	Circ(26;3.5.7.11.13)
YCQa`OSaaISSSSiIIadSSTPQiaaia`TPOTSSaiaaIiISTSSSTSSIIiI?	Circ(26;3.5.9.11.13)
YCO_cPCgaaTCTCiaIgdTCTSQigaigdTSPTTCIig_iiaPTTCPTTCGiia?	Circ(26;3.7.9.11.13)
Y?AAD@OiAgTOTOigIiDTOTTAiiAiiDTT@TTOiiiAiigDTTODTTOAiig?	Circ(26;5.7.9.11.13)
Y??????_E?[?{?}?^_F{?~oB~_B~_@~o?^{?B~_?N}??^{??^{??N}??	Circ(26;9.10.11.12.13)
ZlUihSTAgI_T?T?I_Ag?T?@S?Ag?Ag?@S??T??Ak??Ig??Tg??TS??It??Ag	Circ(27;1.3.5)
ZlSgkTDGga`D@D?a_Gg@D?CS?Gg?Gg?CU?@DO?Gh??aa?@Da?@DP??asO?Gg	Circ(27;1.3.7)
ZlSggUDOhAaDAD@A_OgAD?GS?Og?Ok?GT?ADG?Og_@A`?AD`?ADO_@AsG?Og	Circ(27;1.3.8)
ZlSggSD?kAgDGDCA`?gGD?_U@?i@?h?_SOGDA@?gGCA_OGD_OGDOGCAsA@?g	Circ(27;1.3.10)
ZlSggSD?gAoDODGAa?gOD`?TA?hA?g`?SGOD@A?gCGA_GOD_GODOCGAs@A?g	Circ(27;1.3.11)
ZhdLIchDGS_h?h?S_DG?h?Ac?DG?DG?Ac??h_?DI??Ss??hS??hI??Sq_?DG	Circ(27;1.4.6)
ZhdHKdHHGc`H@H?c_HG@H?Cc?HG?HG?Ce?@HO?HH??cq?@HQ?@HH??cqO?HG	Circ(27;1.4.7)
ZhdHGcH@KCgHGHCC`@GGH?_e@@I@@H?_cOGHA@@GGCCoOGHOOGHGGCCqA@@G	Circ(27;1.4.10)
ZhdHGcH@GCoHOHGCa@GOH`?dA@HA@G`?cGOH@A@GCGCoGOHOGOHGCGCq@A@G	Circ(27;1.4.11)
ZhdHGcH@GC_H_HOCc@K_HQ?cc@Gc@GQ?cC_H?c@GAOCoC_HOC_HGAOCq?c@G	Circ(27;1.4.12)
ZhEILDPIGg`P@P?g_IG@P?DC?IG?IG?DE?@PO?IL??gi?@PI?@PD??gpO?IG	Circ(27;1.5.7)
ZhEIHEPQHGaPAP@G_QGAP?HC?QG?QK?HD?APG?QK_@Gh?APH?APC_@GpG?QG	Circ(27;1.5.8)
ZhEIHCPAGG_P_POGcAK_PQ@CcAGcAGQ@CC_P?cAKAOGgC_PGC_PCAOGp?cAG	Circ(27;1.5.12)
ZhCKIE`SHOa`A`@O_SGA`?IC?SG?SK?ID?A`g?SI_@Od?A`D?A`A_@Oog?SG	Circ(27;1.6.8)
ZhCKIC`CKOg`G`CO`CGG`?aE@CI@CH?aCOG`a@CIGCOcOG`COG`AGCOoa@CG	Circ(27;1.6.10)
ZhCKIC`CGOo`O`GOaCGO``ADACHACG`ACGO``ACICGOcGO`CGO`ACGOo`ACG	Circ(27;1.6.11)
ZhCGKD@GG_p@P@G_aGGP@`CDAGHAGG`CEGP@PAGHCG_aGP@AGP@@CG_oPAGG	Circ(27;1.7.11)
ZhCGKD@GG_`@`@O_cGK`@QCCcGGcGGQCEC`@OcGHAO_aC`@AC`@@AO_oOcGG	Circ(27;1.7.12)
ZhCGGE@OL?i@I@D?`OGI@?gE@OI@OL?gDOI@I@OGgD?`OI@@OI@?gD?oI@OG	Circ(27;1.8.10)
ZhCGGE@OH?a@a@P?cOKa@QGCcOGcOKQGDCa@GcOGaP?`Ca@@Ca@?aP?oGcOG	Circ(27;1.8.12)
ZhCGGC@?K?g@g@S?d?Kg@Q_Ed?Id?HQ_CSg@Ad?GIS?_Sg@?Sg@?IS?oAd?G	Circ(27;1.10.12)
ZUWosXEGob@E@E?b?Go@E?CW?Go?Go?CY?@EO?Gp??bA?@Ea?@Ep??bKO?Go	Circ(27;2.3.7)
ZUWooYEOpBAEAE@B?OoAE?GW?Oo?Os?GX?AEG?Oo_@B@?AE`?AEo_@BKG?Oo	Circ(27;2.3.8)
ZUWooWE?sBGEGECB@?oGE?_Y@?q@?p?_WOGEA@?oGCB?OGE_OGEoGCBKA@?o	Circ(27;2.3.10)
ZUWooWE?oBOEOEGBA?oOE`?XA?pA?o`?WGOE@A?oCGB?GOE_GOEoCGBK@A?o	Circ(27;2.3.11)
ZUWooWE?oB?E?E_BW?r?EK?WW?oW?oK?WB?E?W?o@_B?B?E_B?Eo@_BK?W?o	Circ(27;2.3.13)
ZQIURGqEOX?q?q?X?EO?q?BG?EO?EO?BG??q_?EU??XK??qK??qe??XH_?EO	Circ(27;2.5.6)
ZQIQPIQQPHAQAQ@H?QOAQ?HG?QO?QS?HH?AQG?QS_@HH?AQH?AQc_@HHG?QO	Circ(27;2.5.8)
ZQIQPGQAOH?Q_QOHCAS_QQ@GcAOcAOQ@GC_Q?cASAOHGC_QGC_QcAOHH?cAO	Circ(27;2.5.12)
ZQIQPGQAOH?Q?Q_HWAR?QK@GWAOWAOK@GB?Q?WAS@_HGB?QGB?Qc@_HH?WAO	Circ(27;2.5.13)
ZQGSUHaKOp@a@a?p?KO@a?EG?KO?KO?EI?@ao?KR??pE?@aE?@ab??pGo?KO	Circ(27;2.6.7)
ZQGSQGaCSPGaGaCP@COGa?aI@CQ@CP?aGOGaa@CQGCPCOGaCOGaaGCPGa@CO	Circ(27;2.6.10)
ZQGSQGaCOPOaOaGPACOOa`AHACPACO`AGGOa`ACQCGPCGOaCGOaaCGPG`ACO	Circ(27;2.6.11)
ZQGSQGaCOP?a?a_PWCR?aKAGWCOWCOKAGB?a_WCQ@_PCB?aCB?aa@_PG_WCO	Circ(27;2.6.13)
ZQGOSJAWP`BABA@`?WOBA?KG?WO?WS?KJ?BAW?WP_@`B?BAB?BA`_@`GW?WO	Circ(27;2.7.8)
ZQGOSHAGO`PAPAG`AGOPA`CHAGPAGO`CIGPAPAGPCG`AGPAAGPA`CG`GPAGO	Circ(27;2.7.11)
ZQGOSHAGO`@A`AO`CGS`AQCGcGOcGOQCIC`AOcGPAO`AC`AAC`A`AO`GOcGO	Circ(27;2.7.12)
ZQGOOIAOP@AAaAP@COSaAQGGcOOcOSQGHCaAGcOOaP@@CaA@CaA_aP@GGcOO	Circ(27;2.8.12)
ZQGOOIAOP@AAAA`@WORAAKGGWOOWOSKGHBAAGWOO``@@BAA@BAA_``@GGWOO	Circ(27;2.8.13)
ZQGOOGA?S@WAWAK@B?OWA`_JB?RB?P`_GWWABB?OKK@?WWA?WWA_KK@GBB?O	Circ(27;2.10.11)
ZQGOOGA?S@GAGAc@X?RGAK_IX?QX?PK_GRGAAX?OHc@?RGA?RGA_Hc@GAX?O	Circ(27;2.10.13)
ZQGOOGA?O@OAoAW@E?SoAr?He?Pe?Or?GKoA@e?OEW@?KoA?KoA_EW@G@e?O	Circ(27;2.11.12)
ZCrb`o[B_M?[?[?M?B_?[?@o?B_?B_?@o??[??Bc??MW??[w??[[??MF??B_	Circ(27;3.4.5)
ZCp`_oK@cEGKGKCE@@_GK?_q@@a@@`?_oOGKA@@_GCEOOGKoOGKWGCEEA@@_	Circ(27;3.4.10)
ZCp`_oK@_EOKOKGEA@_OK`?pA@`A@_`?oGOK@A@_CGEOGOKoGOKWCGEE@A@_	Circ(27;3.4.11)
ZCp`_oK@_E?K?K_EW@b?KK?oW@_W@_K?oB?K?W@_@_EOB?KoB?KW@_EE?W@_	Circ(27;3.4.13)
ZCQadPSI_i@S@S?i?I_@S?DO?I_?I_?DQ?@SO?Id??iI?@Si?@ST??iDO?I_	Circ(27;3.5.7)
ZCQa`OSA_I?S?S_IWAb?SK@OWA_WA_K@OB?S?WAc@_IGB?SgB?SS@_ID?WA_	Circ(27;3.5.13)
ZCO_cRCW`aBCBC@a?W_BC?KO?W_?Wc?KR?BCW?W`_@aB?BCb?BCP_@aCW?W_	Circ(27;3.7.8)
ZCO_cPCG_aPCPCGaAG_PC`CPAG`AG_`CQGPCPAG`CGaAGPCaGPCPCGaCPAG_	Circ(27;3.7.11)
ZCO__QCOdAICICDA@O_IC?gQ@Oa@Od?gPOICI@O_gDA@OIC`OICOgDACI@O_	Circ(27;3.8.10)
ZCO__QCO`AACAC`AWObACKGOWO_WOcKGPBACGWO_``A@BAC`BACO``ACGWO_	Circ(27;3.8.13)
ZCO__OC?cAWCWCKAB?_WC`_RB?bB?``_OWWCBB?_KKA?WWC_WWCOKKACBB?_	Circ(27;3.10.11)
Z?bFB_wF?[?w?w?[?F??w?B_?F??F??B_??w_?FE??[[??w[??wM??[B_?F?	Circ(27;4.5.6)
Z?bBD`WJ?k@W@W?k?J?@W?D_?J??J??Da?@WO?JD??kY?@WY?@WL??kBO?J?	Circ(27;4.5.7)
Z?bB@_WB?K?W_WOKCBC_WQ@_cB?cB?Q@_C_W?cBCAOKWC_WWC_WKAOKB?cB?	Circ(27;4.5.12)
Z?bB@_WB?K?W?W_KWBB?WK@_WB?WB?K@_B?W?WBC@_KWB?WWB?WK@_KB?WB?	Circ(27;4.5.13)
Z?`DE`gL?s@g@g?s?L?@g?E_?L??L??Ea?@go?LB??sU?@gU?@gJ??sAo?L?	Circ(27;4.6.7)
Z?`DA_gD?SOgOgGSAD?Og`A`AD@AD?`A_GOg`ADACGSSGOgSGOgICGSA`AD?	Circ(27;4.6.11)
Z?`DA_gD?S?g?g_SWDB?gKA_WD?WD?KA_B?g_WDA@_SSB?gSB?gI@_SA_WD?	Circ(27;4.6.13)
Z?`@C`GH?c@G`GOcCHC`GQC_cH?cH?QCaC`GOcH@AOcQC`GQC`GHAOcAOcH?	Circ(27;4.7.12)
Z?`@?_G@CCWGWGKCB@?WG`_bB@BB@@`__WWGBB@?KKCOWWGOWWGGKKCABB@?	Circ(27;4.10.11)
Z?`@?_G@CCGGgGSCD@CgGQ_ad@Ad@@Q__SgGAd@?ISCOSgGOSgGGISCAAd@?	Circ(27;4.10.12)
Z?`@?_G@?COGOGgCY@BOGl?`Y@@Y@?l?_JOG@Y@?DgCOJOGOJOGGDgCA@Y@?	Circ(27;4.11.13)
Z?`@?_G@?C?G_GoC[@F_G]?_{@?{@?]?_F_G?{@?BoCOF_GOF_GGBoCA?{@?	Circ(27;4.12.13)
Z?AEF@oM?w@o@o?w?M?@o?F??M??M??FA?@oo?MF??wM?@oM?@oF??w@o?M?	Circ(27;5.6.7)
Z?AEBAoU@WAoAo@W?U?Ao?J??U??UC?J@?Aog?UE_@WL?AoL?AoE_@W@g?U?	Circ(27;5.6.8)
Z?AEB?oE?W?o?o_WWEB?oKB?WE?WE?KB?B?o_WEE@_WKB?oKB?oE@_W@_WE?	Circ(27;5.6.13)
Z?AADBOY@gBOBO@g?Y?BO?L??Y??YC?LB?BOW?YD_@gJ?BOJ?BOD_@g@W?Y?	Circ(27;5.7.8)
Z?AA@AOQ@GAOaOPGCQCaOQH?cQ?cQCQH@CaOGcQCaPGHCaOHCaOCaPG@GcQ?	Circ(27;5.8.12)
Z?AA@?OA?G?O_OoG[AF_O]@?{A?{A?]@?F_O?{ACBoGGF_OGF_OCBoG@?{A?	Circ(27;5.12.13)
Z??CEB_[@oB_B_@o?[?B_?M??[??[C?MB?B_w?[B_@oF?B_F?B_B_@o?w?[?	Circ(27;6.7.8)
Z??CE@_K?oP_P_GoAK?P_`E@AK@AK?`EAGP_pAKBCGoEGP_EGP_BCGo?pAK?	Circ(27;6.7.11)
Z??CAA_SDOI_I_DO@S?I_?iA@SA@SD?i@OI_i@SAgDODOI_DOI_AgDO?i@S?	Circ(27;6.8.10)
Z??CA?_CCOG_G_cOXCBG_KaAXCAXC@Ka?RG_aXCAHcOCRG_CRG_AHcO?aXC?	Circ(27;6.10.13)
Z??CA?_C?OO_O_gOYCBO_lA@YC@YC?lA?JO_`YCADgOCJO_CJO_ADgO?`YC?	Circ(27;6.11.13)
Z???C@?G?_P?p?W_EGCp?rC@eG@eG?rCAKp?PeG@EW_AKp?AKp?@EW_?PeG?	Circ(27;7.11.12)
Z????A?OD?I?i?T?DOCi?QgAdOAdODQg@Si?IdO?iT?@Si?@Si??iT??IdO?	Circ(27;8.10.12)
Z????A?OD?I?I?d?XOBI?KgAXOAXODKg@RI?IXO?hd?@RI?@RI??hd??IXO?	Circ(27;8.10.13)
Z????A?O@?A?a?p?[OFa?]G?{O?{OC]G@Fa?G{O?bp?@Fa?@Fa??bp??G{O?	Circ(27;8.12.13)
Z???????C?W?w?[?F?Cw?r_Bf?Bf?@r_?[w?Bf??M[??[w??[w??M[??Bf??	Circ(27;10.11.12)
Z???????C?W?W?k?Z?BW?l_BZ?BZ?@l_?ZW?BZ??Lk??ZW??ZW??Lk??BZ??	Circ(27;10.11.13)
Z???????C?G?g?s?\?Fg?]_A|?A|?@]_?Vg?A|??Js??Vg??Vg??Js??A|??	Circ(27;10.12.13)
ZlUilTTIgi`T@T?i_Ig@T?DS?Ig?Ig?DU?@TO?Il??ii?@Ti?@TT??itO?Ig	Circ(27;1.3.5.7)
ZlSgkTDGgapDPDGaaGgPD`CTAGhAGg`CUGPDPAGhCGaaGPDaGPDPCGasPAGg	Circ(27;1.3.7.11)
ZlSggUDOlAiDIDDA`OgID?gU@Oi@Ol?gTOIDI@OggDA`OID`OIDOgDAsI@Og	Circ(27;1.3.8.10)
ZhdLIchDGSohOhGSaDGOh`AdADHADG`AcGOh`ADICGSsGOhSGOhICGSq`ADG	Circ(27;1.4.6.11)
ZhdHKdHHGc`H`HOccHK`HQCccHGcHGQCeC`HOcHHAOcqC`HQC`HHAOcqOcHG	Circ(27;1.4.7.12)
ZhdHGcH@KCgHgHSCd@KgHQ_ed@Id@HQ_cSgHAd@GISCoSgHOSgHGISCqAd@G	Circ(27;1.4.10.12)
ZhEIHEPQHGaPaPPGcQKaPQHCcQGcQKQHDCaPGcQKaPGhCaPHCaPCaPGpGcQG	Circ(27;1.5.8.12)
ZhCKIE`SLOi`I`DO`SGI`?iE@SI@SL?iDOI`i@SIgDOdOI`DOI`AgDOoi@SG	Circ(27;1.6.8.10)
ZhCGGE@OL?i@i@T?dOKi@QgEdOIdOLQgDSi@IdOGiT?`Si@@Si@?iT?oIdOG	Circ(27;1.8.10.12)
ZUWosZEWpbBEBE@b?WoBE?KW?Wo?Ws?KZ?BEW?Wp_@bB?BEb?BEp_@bKW?Wo	Circ(27;2.3.7.8)
ZUWosXEGobPEPEGbAGoPE`CXAGpAGo`CYGPEPAGpCGbAGPEaGPEpCGbKPAGo	Circ(27;2.3.7.11)
ZUWooYEOpBAEAE`BWOrAEKGWWOoWOsKGXBAEGWOo``B@BAE`BAEo``BKGWOo	Circ(27;2.3.8.13)
ZUWooWE?sBWEWEKBB?oWE`_ZB?rB?p`_WWWEBB?oKKB?WWE_WWEoKKBKBB?o	Circ(27;2.3.10.11)
ZQIURGqEOX?q?q_XWER?qKBGWEOWEOKBGB?q_WEU@_XKB?qKB?qe@_XH_WEO	Circ(27;2.5.6.13)
ZQIQPIQQPHAQaQPHCQSaQQHGcQOcQSQHHCaQGcQSaPHHCaQHCaQcaPHHGcQO	Circ(27;2.5.8.12)
ZQGSUHaKOpPaPaGpAKOPa`EHAKPAKO`EIGPapAKRCGpEGPaEGPabCGpGpAKO	Circ(27;2.6.7.11)
ZQGSQGaCSPGaGacPXCRGaKaIXCQXCPKaGRGaaXCQHcPCRGaCRGaaHcPGaXCO	Circ(27;2.6.10.13)
ZQGOSHAGO`PApAW`EGSpArCHeGPeGOrCIKpAPeGPEW`AKpAAKpA`EW`GPeGO	Circ(27;2.7.11.12)
ZCrb`o[B_M?[?[_MWBb?[K@oWB_WB_K@oB?[?WBc@_MWB?[wB?[[@_MF?WB_	Circ(27;3.4.5.13)
ZCp`_oK@cEWKWKKEB@_WK`_rB@bB@``_oWWKBB@_KKEOWWKoWWKWKKEEBB@_	Circ(27;3.4.10.11)
Z?bFF`wN?{@w@w?{?N?@w?F_?N??N??Fa?@wo?NF??{]?@w]?@wN??{Bo?N?	Circ(27;4.5.6.7)
Z?bFB_wF?[?w?w_[WFB?wKB_WF?WF?KB_B?w_WFE@_[[B?w[B?wM@_[B_WF?	Circ(27;4.5.6.13)
Z?bB@_WB?K?W_WoK[BF_W]@_{B?{B?]@_F_W?{BCBoKWF_WWF_WKBoKB?{B?	Circ(27;4.5.12.13)
Z?`DA_gD?SOgOggSYDBOglA`YD@YD?lA_JOg`YDADgSSJOgSJOgIDgSA`YD?	Circ(27;4.6.11.13)
Z?AEFBo]@wBoBo@w?]?Bo?N??]??]C?NB?Bow?]F_@wN?BoN?BoF_@w@w?]?	Circ(27;5.6.7.8)
Z????A?OD?I?i?t?\OFi?]gA|OA|OD]g@Vi?I|O?jt?@Vi?@Vi??jt??I|O?	Circ(27;8.10.12.13)
Z???????C?W?w?{?^?Fw?~_B~?B~?@~_?^w?B~??N{??^w??^w??N{??B~??	Circ(27;10.11.12.13)
[lUihSTAgI_T?T?I_Ag?T?@S?Ag?Ag?@S??T??Ag??Io??TO??Tg??Ii??AlO??T	Circ(28;1.3.5)
[lSgkTDGga`D@D?a_Gg@D?CS?Gg?Gg?CS?@D_?Gi??ac?@DC?@Da??ag_?GlC?@D	Circ(28;1.3.7)
[lSggUDOhAaDAD@A_OgAD?GS?Og?Og?GU?ADO?Oh?@Aa?ADA?AD`?@AgO?OlA?AD	Circ(28;1.3.8)
[lSggSD_iAcDCDAA__gCD?OS?_g?_k?OT?CDG?_g_AA`?CD@?CD__AAgG?_l@?CD	Circ(28;1.3.9)
[lSggSD?kAgDGDCA`?gGD?_S@?k@?i?_S_GDC@?gOCA__GD?_GD_OCAgC@?l?_GD	Circ(28;1.3.10)
[lSggSD?gAoDODGAa?gOD@?UA?iA?h@?SOODAA?gGGA_OOD?OOD_GGAgAA?l?OOD	Circ(28;1.3.11)
[lSggSD?gA_D_DOAc?g_Da?TC?hC?ga?SG_D@C?gCOA_G_D?G_D_COAg@C?l?G_D	Circ(28;1.3.12)
[lSggSD?gA_D?D_Ag?l?DS?Sg?gg?gS?SD?D?g?gA_A_D?D?D?D_A_Ag?g?l?D?D	Circ(28;1.3.13)
[lSggSD?gA_D?D?Ao?i?DG?SO?gO?gG?SA?D?O?g@?A_A?D?A?D_@?Ag?O?l?A?D	Circ(28;1.3.14)
[hdLIchDGS_h?h?S_DG?h?Ac?DG?DG?Ac??h??DK??Sg??hg??hS??Sd??DKg??h	Circ(28;1.4.6)
[hdHKdHHGc`H@H?c_HG@H?Cc?HG?HG?Cc?@H_?HI??cc?@Hc?@HQ??cc_?HKc?@H	Circ(28;1.4.7)
[hdHGcH`ICcHCHAC_`GCH?Oc?`G?`K?Od?CHG?`G_AC`?CH`?CHO_ACcG?`K`?CH	Circ(28;1.4.9)
[hdHGcH@KCgHGHCC`@GGH?_c@@K@@I?_c_GHC@@GOCC__GH__GHOOCCcC@@K__GH	Circ(28;1.4.10)
[hdHGcH@GCoHOHGCa@GOH@?eA@IA@H@?cOOHAA@GGGC_OOH_OOHOGGCcAA@K_OOH	Circ(28;1.4.11)
[hdHGcH@GC_H?H_Cg@L?HS?cg@Gg@GS?cD?H?g@GA_C_D?H_D?HOA_Cc?g@K_D?H	Circ(28;1.4.13)
[hdHGcH@GC_H?H?Co@I?HG?cO@GO@GG?cA?H?O@G@?C_A?H_A?HO@?Cc?O@K_A?H	Circ(28;1.4.14)
[hEILDPIGg`P@P?g_IG@P?DC?IG?IG?DC?@P_?II??gs?@PS?@PI??ga_?IKS?@P	Circ(28;1.5.7)
[hEIHEPQHGaPAP@G_QGAP?HC?QG?QG?HE?APO?QH?@Gq?APQ?APH?@GaO?QKQ?AP	Circ(28;1.5.8)
[hEIHCPaIGcPCPAG_aGCP?PC?aG?aK?PD?CPG?aG_AGp?CPP?CPG_AGaG?aKP?CP	Circ(28;1.5.9)
[hEIHCPAGGoPOPGGaAGOP@@EAAIAAH@@COOPAAAGGGGoOOPOOOPGGGGaAAAKOOOP	Circ(28;1.5.11)
[hEIHCPAGG_P_POGcAG_Pa@DCAHCAGa@CG_P@CAGCOGoG_POG_PGCOGa@CAKOG_P	Circ(28;1.5.12)
[hEIHCPAGG_P?P_GgAL?PS@CgAGgAGS@CD?P?gAGA_GoD?POD?PGA_Ga?gAKOD?P	Circ(28;1.5.13)
[hEIHCPAGG_P?P?GoAI?PG@COAGOAGG@CA?P?OAG@?GoA?POA?PG@?Ga?OAKOA?P	Circ(28;1.5.14)
[hCKIE`SHOa`A`@O_SGA`?IC?SG?SG?IE?A`O?SL?@Oi?A`I?A`D?@O`O?SKI?A`	Circ(28;1.6.8)
[hCKIC`cIOc`C`AO_cGC`?QC?cG?cK?QD?C`G?cK_AOh?C`H?C`C_AO`G?cKH?C`	Circ(28;1.6.9)
[hCKIC`CKOg`G`CO`CGG`?aC@CK@CI?aC_G`C@CKOCOg_G`G_G`COCO`C@CKG_G`	Circ(28;1.6.10)
[hCKIC`CGO_`?`_OgCL?`SACgCGgCGSACD?`?gCKA_OgD?`GD?`CA_O`?gCKGD?`	Circ(28;1.6.13)
[hCKIC`CGO_`?`?OoCI?`GACOCGOCGGACA?`?OCK@?OgA?`GA?`C@?O`?OCKGA?`	Circ(28;1.6.14)
[hCGKD@gI_d@D@A__gGD@?SC?gG?gK?SD?D@g?gI_A_d?D@D?D@A_A__g?gKD?D@	Circ(28;1.7.9)
[hCGKD@GK_h@H@C_`GGH@?cC@GK@GI?cC_H@c@GIOC_c_H@C_H@AOC__c@GKC_H@	Circ(28;1.7.10)
[hCGKD@GG_p@P@G_aGGP@@CEAGIAGH@CCOP@aAGIGG_cOP@COP@AGG__aAGKCOP@	Circ(28;1.7.11)
[hCGKD@GG_`@`@O_cGG`@aCDCGHCGGaCCG`@`CGICO_cG`@CG`@ACO__`CGKCG`@	Circ(28;1.7.12)
[hCGKD@GG_`@@@__gGL@@SCCgGGgGGSCCD@@_gGIA__cD@@CD@@AA____gGKCD@@	Circ(28;1.7.13)
[hCGGE@OH?q@Q@H?aOGQ@@GEAOIAOH@GEOQ@QAOHGH?aOQ@AOQ@@GH?_QAOKAOQ@	Circ(28;1.8.11)
[hCGGE@OH?a@A@`?gOLA@SGCgOGgOGSGEDA@OgOHA`?aDA@ADA@@A`?_OgOKADA@	Circ(28;1.8.13)
[hCGGE@OH?a@A@@?oOIA@GGCOOGOOGGGEAA@OOOH@@?aAA@AAA@@@@?_OOOKAAA@	Circ(28;1.8.14)
[hCGGC@_I?s@S@I?a_GS@@OEA_IA_L@ODOS@IA_GgI?`OS@@OS@?gI?_IA_K@OS@	Circ(28;1.9.11)
[hCGGC@_I?c@c@Q?c_Gc@aODC_HC_KaODGc@HC_GcQ?`Gc@@Gc@?cQ?_HC_K@Gc@	Circ(28;1.9.12)
[hCGGC@_I?c@C@a?g_LC@SOCg_Gg_KSODDC@Gg_Gaa?`DC@@DC@?aa?_Gg_K@DC@	Circ(28;1.9.13)
[hCGGC@_I?c@C@A?o_IC@GOCO_GO_KGODAC@GO_G`A?`AC@@AC@?`A?_GO_K@AC@	Circ(28;1.9.14)
[hCGGC@?K?g@g@S?d?Gg@a_DD?LD?Ia_Cgg@DD?GSS?_gg@?gg@?SS?_DD?K?gg@	Circ(28;1.10.12)
[hCGGC@?K?g@G@c?h?LG@S_Ch?Kh?IS_CdG@Ch?GQc?_dG@?dG@?Qc?_Ch?K?dG@	Circ(28;1.10.13)
[hCGGC@?K?g@G@C?p?IG@G_CP?KP?IG_CaG@CP?GPC?_aG@?aG@?PC?_CP?K?aG@	Circ(28;1.10.14)
[hCGGC@?G?o@O@g?i?LO@T?Ei?Ii?HT?CTO@Ai?GIg?_TO@?TO@?Ig?_Ai?K?TO@	Circ(28;1.11.13)
[hCGGC@?G?o@O@G?q?IO@H?EQ?IQ?HH?CQO@AQ?GHG?_QO@?QO@?HG?_AQ?K?QO@	Circ(28;1.11.14)
[hCGGC@?G?_@_@O?s?I_@i?DS?HS?Gi?CI_@@S?GDO?_I_@?I_@?DO?_@S?K?I_@	Circ(28;1.12.14)
[UWosXEGob@E@E?b?Go@E?CW?Go?Go?CW?@E_?Gq??bC?@EC?@Ea??bW_?GrC?@E	Circ(28;2.3.7)
[UWooYEOpBAEAE@B?OoAE?GW?Oo?Oo?GY?AEO?Op?@BA?AEA?AE`?@BWO?OrA?AE	Circ(28;2.3.8)
[UWooWE_qBCECEAB?_oCE?OW?_o?_s?OX?CEG?_o_AB@?CE@?CE__ABWG?_r@?CE	Circ(28;2.3.9)
[UWooWE?sBGEGECB@?oGE?_W@?s@?q?_W_GEC@?oOCB?_GE?_GE_OCBWC@?r?_GE	Circ(28;2.3.10)
[UWooWE?oBOEOEGBA?oOE@?YA?qA?p@?WOOEAA?oGGB?OOE?OOE_GGBWAA?r?OOE	Circ(28;2.3.11)
[UWooWE?oB?E_EOBC?o_Ea?XC?pC?oa?WG_E@C?oCOB?G_E?G_E_COBW@C?r?G_E	Circ(28;2.3.12)
[UWooWE?oB?E?E?BO?q?EG?WO?oO?oG?WA?E?O?o@?B?A?E?A?E_@?BW?O?r?A?E	Circ(28;2.3.14)
[QIURGqEOX?q?q?X?EO?q?BG?EO?EO?BG??q??ES??XW??qW??qK??XR??EQW??q	Circ(28;2.5.6)
[QIQPIQQPHAQAQ@H?QOAQ?HG?QO?QO?HI?AQO?QP?@HQ?AQQ?AQH?@HQO?QQQ?AQ	Circ(28;2.5.8)
[QIQPGQaQHCQCQAH?aOCQ?PG?aO?aS?PH?CQG?aO_AHP?CQP?CQG_AHQG?aQP?CQ	Circ(28;2.5.9)
[QIQPGQAOHOQOQGHAAOOQ@@IAAQAAP@@GOOQAAAOGGHOOOQOOOQGGGHQAAAQOOOQ	Circ(28;2.5.11)
[QIQPGQAOH?Q_QOHCAO_Qa@HCAPCAOa@GG_Q@CAOCOHOG_QOG_QGCOHQ@CAQOG_Q	Circ(28;2.5.12)
