52 48
Z16xZ3
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47
9 0 7 14 5 12 3 10 1 8 15 6 13 4 11 2 25 16 23 30 21 28 19 26 17 24 31 22 29 20 27 18 41 32 39 46 37 44 35 42 33 40 47 38 45 36 43 34
10 11 12 13 14 15 0 1 2 3 4 5 6 7 8 9 26 27 28 29 30 31 16 17 18 19 20 21 22 23 24 25 42 43 44 45 46 47 32 33 34 35 36 37 38 39 40 41
11 2 9 0 7 14 5 12 3 10 1 8 15 6 13 4 27 18 25 16 23 30 21 28 19 26 17 24 31 22 29 20 43 34 41 32 39 46 37 44 35 42 33 40 47 38 45 36
12 13 14 15 0 1 2 3 4 5 6 7 8 9 10 11 28 29 30 31 16 17 18 19 20 21 22 23 24 25 26 27 44 45 46 47 32 33 34 35 36 37 38 39 40 41 42 43
13 4 11 2 9 0 7 14 5 12 3 10 1 8 15 6 29 20 27 18 25 16 23 30 21 28 19 26 17 24 31 22 45 36 43 34 41 32 39 46 37 44 35 42 33 40 47 38
14 15 0 1 2 3 4 5 6 7 8 9 10 11 12 13 30 31 16 17 18 19 20 21 22 23 24 25 26 27 28 29 46 47 32 33 34 35 36 37 38 39 40 41 42 43 44 45
15 6 13 4 11 2 9 0 7 14 5 12 3 10 1 8 31 22 29 20 27 18 25 16 23 30 21 28 19 26 17 24 47 38 45 36 43 34 41 32 39 46 37 44 35 42 33 40
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
17 24 31 22 29 20 27 18 25 16 23 30 21 28 19 26 33 40 47 38 45 36 43 34 41 32 39 46 37 44 35 42 1 8 15 6 13 4 11 2 9 0 7 14 5 12 3 10
18 19 20 21 22 23 24 25 26 27 28 29 30 31 16 17 34 35 36 37 38 39 40 41 42 43 44 45 46 47 32 33 2 3 4 5 6 7 8 9 10 11 12 13 14 15 0 1
19 26 17 24 31 22 29 20 27 18 25 16 23 30 21 28 35 42 33 40 47 38 45 36 43 34 41 32 39 46 37 44 3 10 1 8 15 6 13 4 11 2 9 0 7 14 5 12
20 21 22 23 24 25 26 27 28 29 30 31 16 17 18 19 36 37 38 39 40 41 42 43 44 45 46 47 32 33 34 35 4 5 6 7 8 9 10 11 12 13 14 15 0 1 2 3
21 28 19 26 17 24 31 22 29 20 27 18 25 16 23 30 37 44 35 42 33 40 47 38 45 36 43 34 41 32 39 46 5 12 3 10 1 8 15 6 13 4 11 2 9 0 7 14
22 23 24 25 26 27 28 29 30 31 16 17 18 19 20 21 38 39 40 41 42 43 44 45 46 47 32 33 34 35 36 37 6 7 8 9 10 11 12 13 14 15 0 1 2 3 4 5
23 30 21 28 19 26 17 24 31 22 29 20 27 18 25 16 39 46 37 44 35 42 33 40 47 38 45 36 43 34 41 32 7 14 5 12 3 10 1 8 15 6 13 4 11 2 9 0
24 25 26 27 28 29 30 31 16 17 18 19 20 21 22 23 40 41 42 43 44 45 46 47 32 33 34 35 36 37 38 39 8 9 10 11 12 13 14 15 0 1 2 3 4 5 6 7
25 16 23 30 21 28 19 26 17 24 31 22 29 20 27 18 41 32 39 46 37 44 35 42 33 40 47 38 45 36 43 34 9 0 7 14 5 12 3 10 1 8 15 6 13 4 11 2
26 27 28 29 30 31 16 17 18 19 20 21 22 23 24 25 42 43 44 45 46 47 32 33 34 35 36 37 38 39 40 41 10 11 12 13 14 15 0 1 2 3 4 5 6 7 8 9
27 18 25 16 23 30 21 28 19 26 17 24 31 22 29 20 43 34 41 32 39 46 37 44 35 42 33 40 47 38 45 36 11 2 9 0 7 14 5 12 3 10 1 8 15 6 13 4
28 29 30 31 16 17 18 19 20 21 22 23 24 25 26 27 44 45 46 47 32 33 34 35 36 37 38 39 40 41 42 43 12 13 14 15 0 1 2 3 4 5 6 7 8 9 10 11
29 20 27 18 25 16 23 30 21 28 19 26 17 24 31 22 45 36 43 34 41 32 39 46 37 44 35 42 33 40 47 38 13 4 11 2 9 0 7 14 5 12 3 10 1 8 15 6
30 31 16 17 18 19 20 21 22 23 24 25 26 27 28 29 46 47 32 33 34 35 36 37 38 39 40 41 42 43 44 45 14 15 0 1 2 3 4 5 6 7 8 9 10 11 12 13
31 22 29 20 27 18 25 16 23 30 21 28 19 26 17 24 47 38 45 36 43 34 41 32 39 46 37 44 35 42 33 40 15 6 13 4 11 2 9 0 7 14 5 12 3 10 1 8
32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
33 40 47 38 45 36 43 34 41 32 39 46 37 44 35 42 1 8 15 6 13 4 11 2 9 0 7 14 5 12 3 10 17 24 31 22 29 20 27 18 25 16 23 30 21 28 19 26
34 35 36 37 38 39 40 41 42 43 44 45 46 47 32 33 2 3 4 5 6 7 8 9 10 11 12 13 14 15 0 1 18 19 20 21 22 23 24 25 26 27 28 29 30 31 16 17
35 42 33 40 47 38 45 36 43 34 41 32 39 46 37 44 3 10 1 8 15 6 13 4 11 2 9 0 7 14 5 12 19 26 17 24 31 22 29 20 27 18 25 16 23 30 21 28
36 37 38 39 40 41 42 43 44 45 46 47 32 33 34 35 4 5 6 7 8 9 10 11 12 13 14 15 0 1 2 3 20 21 22 23 24 25 26 27 28 29 30 31 16 17 18 19
37 44 35 42 33 40 47 38 45 36 43 34 41 32 39 46 5 12 3 10 1 8 15 6 13 4 11 2 9 0 7 14 21 28 19 26 17 24 31 22 29 20 27 18 25 16 23 30
38 39 40 41 42 43 44 45 46 47 32 33 34 35 36 37 6 7 8 9 10 11 12 13 14 15 0 1 2 3 4 5 22 23 24 25 26 27 28 29 30 31 16 17 18 19 20 21
39 46 37 44 35 42 33 40 47 38 45 36 43 34 41 32 7 14 5 12 3 10 1 8 15 6 13 4 11 2 9 0 23 30 21 28 19 26 17 24 31 22 29 20 27 18 25 16
40 41 42 43 44 45 46 47 32 33 34 35 36 37 38 39 8 9 10 11 12 13 14 15 0 1 2 3 4 5 6 7 24 25 26 27 28 29 30 31 16 17 18 19 20 21 22 23
41 32 39 46 37 44 35 42 33 40 47 38 45 36 43 34 9 0 7 14 5 12 3 10 1 8 15 6 13 4 11 2 25 16 23 30 21 28 19 26 17 24 31 22 29 20 27 18
42 43 44 45 46 47 32 33 34 35 36 37 38 39 40 41 10 11 12 13 14 15 0 1 2 3 4 5 6 7 8 9 26 27 28 29 30 31 16 17 18 19 20 21 22 23 24 25
43 34 41 32 39 46 37 44 35 42 33 40 47 38 45 36 11 2 9 0 7 14 5 12 3 10 1 8 15 6 13 4 27 18 25 16 23 30 21 28 19 26 17 24 31 22 29 20
44 45 46 47 32 33 34 35 36 37 38 39 40 41 42 43 12 13 14 15 0 1 2 3 4 5 6 7 8 9 10 11 28 29 30 31 16 17 18 19 20 21 22 23 24 25 26 27
45 36 43 34 41 32 39 46 37 44 35 42 33 40 47 38 13 4 11 2 9 0 7 14 5 12 3 10 1 8 15 6 29 20 27 18 25 16 23 30 21 28 19 26 17 24 31 22
46 47 32 33 34 35 36 37 38 39 40 41 42 43 44 45 14 15 0 1 2 3 4 5 6 7 8 9 10 11 12 13 30 31 16 17 18 19 20 21 22 23 24 25 26 27 28 29
47 38 45 36 43 34 41 32 39 46 37 44 35 42 33 40 15 6 13 4 11 2 9 0 7 14 5 12 3 10 1 8 31 22 29 20 27 18 25 16 23 30 21 28 19 26 17 24
Z3:Dic4
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47
1 8 15 6 13 4 11 2 9 0 7 14 5 12 3 10 17 24 31 22 29 20 27 18 25 16 23 30 21 28 19 26 33 40 47 38 45 36 43 34 41 32 39 46 37 44 35 42
2 3 4 5 6 7 8 9 10 11 12 13 14 15 0 1 34 35 36 37 38 39 40 41 42 43 44 45 46 47 32 33 18 19 20 21 22 23 24 25 26 27 28 29 30 31 16 17
3 10 1 8 15 6 13 4 11 2 9 0 7 14 5 12 35 42 33 40 47 38 45 36 43 34 41 32 39 46 37 44 19 26 17 24 31 22 29 20 27 18 25 16 23 30 21 28
4 5 6 7 8 9 10 11 12 13 14 15 0 1 2 3 20 21 22 23 24 25 26 27 28 29 30 31 16 17 18 19 36 37 38 39 40 41 42 43 44 45 46 47 32 33 34 35
5 12 3 10 1 8 15 6 13 4 11 2 9 0 7 14 21 28 19 26 17 24 31 22 29 20 27 18 25 16 23 30 37 44 35 42 33 40 47 38 45 36 43 34 41 32 39 46
6 7 8 9 10 11 12 13 14 15 0 1 2 3 4 5 38 39 40 41 42 43 44 45 46 47 32 33 34 35 36 37 22 23 24 25 26 27 28 29 30 31 16 17 18 19 20 21
7 14 5 12 3 10 1 8 15 6 13 4 11 2 9 0 39 46 37 44 35 42 33 40 47 38 45 36 43 34 41 32 23 30 21 28 19 26 17 24 31 22 29 20 27 18 25 16
8 9 10 11 12 13 14 15 0 1 2 3 4 5 6 7 24 25 26 27 28 29 30 31 16 17 18 19 20 21 22 23 40 41 42 43 44 45 46 47 32 33 34 35 36 37 38 39
9 0 7 14 5 12 3 10 1 8 15 6 13 4 11 2 25 16 23 30 21 28 19 26 17 24 31 22 29 20 27 18 41 32 39 46 37 44 35 42 33 40 47 38 45 36 43 34
10 11 12 13 14 15 0 1 2 3 4 5 6 7 8 9 42 43 44 45 46 47 32 33 34 35 36 37 38 39 40 41 26 27 28 29 30 31 16 17 18 19 20 21 22 23 24 25
11 2 9 0 7 14 5 12 3 10 1 8 15 6 13 4 43 34 41 32 39 46 37 44 35 42 33 40 47 38 45 36 27 18 25 16 23 30 21 28 19 26 17 24 31 22 29 20
12 13 14 15 0 1 2 3 4 5 6 7 8 9 10 11 28 29 30 31 16 17 18 19 20 21 22 23 24 25 26 27 44 45 46 47 32 33 34 35 36 37 38 39 40 41 42 43
13 4 11 2 9 0 7 14 5 12 3 10 1 8 15 6 29 20 27 18 25 16 23 30 21 28 19 26 17 24 31 22 45 36 43 34 41 32 39 46 37 44 35 42 33 40 47 38
14 15 0 1 2 3 4 5 6 7 8 9 10 11 12 13 46 47 32 33 34 35 36 37 38 39 40 41 42 43 44 45 30 31 16 17 18 19 20 21 22 23 24 25 26 27 28 29
15 6 13 4 11 2 9 0 7 14 5 12 3 10 1 8 47 38 45 36 43 34 41 32 39 46 37 44 35 42 33 40 31 22 29 20 27 18 25 16 23 30 21 28 19 26 17 24
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
17 24 31 22 29 20 27 18 25 16 23 30 21 28 19 26 33 40 47 38 45 36 43 34 41 32 39 46 37 44 35 42 1 8 15 6 13 4 11 2 9 0 7 14 5 12 3 10
18 19 20 21 22 23 24 25 26 27 28 29 30 31 16 17 2 3 4 5 6 7 8 9 10 11 12 13 14 15 0 1 34 35 36 37 38 39 40 41 42 43 44 45 46 47 32 33
19 26 17 24 31 22 29 20 27 18 25 16 23 30 21 28 3 10 1 8 15 6 13 4 11 2 9 0 7 14 5 12 35 42 33 40 47 38 45 36 43 34 41 32 39 46 37 44
20 21 22 23 24 25 26 27 28 29 30 31 16 17 18 19 36 37 38 39 40 41 42 43 44 45 46 47 32 33 34 35 4 5 6 7 8 9 10 11 12 13 14 15 0 1 2 3
21 28 19 26 17 24 31 22 29 20 27 18 25 16 23 30 37 44 35 42 33 40 47 38 45 36 43 34 41 32 39 46 5 12 3 10 1 8 15 6 13 4 11 2 9 0 7 14
22 23 24 25 26 27 28 29 30 31 16 17 18 19 20 21 6 7 8 9 10 11 12 13 14 15 0 1 2 3 4 5 38 39 40 41 42 43 44 45 46 47 32 33 34 35 36 37
23 30 21 28 19 26 17 24 31 22 29 20 27 18 25 16 7 14 5 12 3 10 1 8 15 6 13 4 11 2 9 0 39 46 37 44 35 42 33 40 47 38 45 36 43 34 41 32
24 25 26 27 28 29 30 31 16 17 18 19 20 21 22 23 40 41 42 43 44 45 46 47 32 33 34 35 36 37 38 39 8 9 10 11 12 13 14 15 0 1 2 3 4 5 6 7
25 16 23 30 21 28 19 26 17 24 31 22 29 20 27 18 41 32 39 46 37 44 35 42 33 40 47 38 45 36 43 34 9 0 7 14 5 12 3 10 1 8 15 6 13 4 11 2
26 27 28 29 30 31 16 17 18 19 20 21 22 23 24 25 10 11 12 13 14 15 0 1 2 3 4 5 6 7 8 9 42 43 44 45 46 47 32 33 34 35 36 37 38 39 40 41
27 18 25 16 23 30 21 28 19 26 17 24 31 22 29 20 11 2 9 0 7 14 5 12 3 10 1 8 15 6 13 4 43 34 41 32 39 46 37 44 35 42 33 40 47 38 45 36
28 29 30 31 16 17 18 19 20 21 22 23 24 25 26 27 44 45 46 47 32 33 34 35 36 37 38 39 40 41 42 43 12 13 14 15 0 1 2 3 4 5 6 7 8 9 10 11
29 20 27 18 25 16 23 30 21 28 19 26 17 24 31 22 45 36 43 34 41 32 39 46 37 44 35 42 33 40 47 38 13 4 11 2 9 0 7 14 5 12 3 10 1 8 15 6
30 31 16 17 18 19 20 21 22 23 24 25 26 27 28 29 14 15 0 1 2 3 4 5 6 7 8 9 10 11 12 13 46 47 32 33 34 35 36 37 38 39 40 41 42 43 44 45
31 22 29 20 27 18 25 16 23 30 21 28 19 26 17 24 15 6 13 4 11 2 9 0 7 14 5 12 3 10 1 8 47 38 45 36 43 34 41 32 39 46 37 44 35 42 33 40
32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
33 40 47 38 45 36 43 34 41 32 39 46 37 44 35 42 1 8 15 6 13 4 11 2 9 0 7 14 5 12 3 10 17 24 31 22 29 20 27 18 25 16 23 30 21 28 19 26
34 35 36 37 38 39 40 41 42 43 44 45 46 47 32 33 18 19 20 21 22 23 24 25 26 27 28 29 30 31 16 17 2 3 4 5 6 7 8 9 10 11 12 13 14 15 0 1
35 42 33 40 47 38 45 36 43 34 41 32 39 46 37 44 19 26 17 24 31 22 29 20 27 18 25 16 23 30 21 28 3 10 1 8 15 6 13 4 11 2 9 0 7 14 5 12
36 37 38 39 40 41 42 43 44 45 46 47 32 33 34 35 4 5 6 7 8 9 10 11 12 13 14 15 0 1 2 3 20 21 22 23 24 25 26 27 28 29 30 31 16 17 18 19
37 44 35 42 33 40 47 38 45 36 43 34 41 32 39 46 5 12 3 10 1 8 15 6 13 4 11 2 9 0 7 14 21 28 19 26 17 24 31 22 29 20 27 18 25 16 23 30
38 39 40 41 42 43 44 45 46 47 32 33 34 35 36 37 22 23 24 25 26 27 28 29 30 31 16 17 18 19 20 21 6 7 8 9 10 11 12 13 14 15 0 1 2 3 4 5
39 46 37 44 35 42 33 40 47 38 45 36 43 34 41 32 23 30 21 28 19 26 17 24 31 22 29 20 27 18 25 16 7 14 5 12 3 10 1 8 15 6 13 4 11 2 9 0
40 41 42 43 44 45 46 47 32 33 34 35 36 37 38 39 8 9 10 11 12 13 14 15 0 1 2 3 4 5 6 7 24 25 26 27 28 29 30 31 16 17 18 19 20 21 22 23
41 32 39 46 37 44 35 42 33 40 47 38 45 36 43 34 9 0 7 14 5 12 3 10 1 8 15 6 13 4 11 2 25 16 23 30 21 28 19 26 17 24 31 22 29 20 27 18
42 43 44 45 46 47 32 33 34 35 36 37 38 39 40 41 26 27 28 29 30 31 16 17 18 19 20 21 22 23 24 25 10 11 12 13 14 15 0 1 2 3 4 5 6 7 8 9
43 34 41 32 39 46 37 44 35 42 33 40 47 38 45 36 27 18 25 16 23 30 21 28 19 26 17 24 31 22 29 20 11 2 9 0 7 14 5 12 3 10 1 8 15 6 13 4
44 45 46 47 32 33 34 35 36 37 38 39 40 41 42 43 12 13 14 15 0 1 2 3 4 5 6 7 8 9 10 11 28 29 30 31 16 17 18 19 20 21 22 23 24 25 26 27
45 36 43 34 41 32 39 46 37 44 35 42 33 40 47 38 13 4 11 2 9 0 7 14 5 12 3 10 1 8 15 6 29 20 27 18 25 16 23 30 21 28 19 26 17 24 31 22
46 47 32 33 34 35 36 37 38 39 40 41 42 43 44 45 30 31 16 17 18 19 20 21 22 23 24 25 26 27 28 29 14 15 0 1 2 3 4 5 6 7 8 9 10 11 12 13
47 38 45 36 43 34 41 32 39 46 37 44 35 42 33 40 31 22 29 20 27 18 25 16 23 30 21 28 19 26 17 24 15 6 13 4 11 2 9 0 7 14 5 12 3 10 1 8
Z3:Z2:D8
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47
1 0 7 6 5 4 3 2 9 8 15 14 13 12 11 10 17 16 23 22 21 20 19 18 25 24 31 30 29 28 27 26 33 32 39 38 37 36 35 34 41 40 47 46 45 44 43 42
2 3 4 5 6 7 0 1 10 11 12 13 14 15 8 9 18 19 20 21 22 23 16 17 26 27 28 29 30 31 24 25 34 35 36 37 38 39 32 33 42 43 44 45 46 47 40 41
3 2 1 0 7 6 5 4 11 10 9 8 15 14 13 12 19 18 17 16 23 22 21 20 27 26 25 24 31 30 29 28 35 34 33 32 39 38 37 36 43 42 41 40 47 46 45 44
4 5 6 7 0 1 2 3 12 13 14 15 8 9 10 11 20 21 22 23 16 17 18 19 28 29 30 31 24 25 26 27 36 37 38 39 32 33 34 35 44 45 46 47 40 41 42 43
5 4 3 2 1 0 7 6 13 12 11 10 9 8 15 14 21 20 19 18 17 16 23 22 29 28 27 26 25 24 31 30 37 36 35 34 33 32 39 38 45 44 43 42 41 40 47 46
6 7 0 1 2 3 4 5 14 15 8 9 10 11 12 13 22 23 16 17 18 19 20 21 30 31 24 25 26 27 28 29 38 39 32 33 34 35 36 37 46 47 40 41 42 43 44 45
7 6 5 4 3 2 1 0 15 14 13 12 11 10 9 8 23 22 21 20 19 18 17 16 31 30 29 28 27 26 25 24 39 38 37 36 35 34 33 32 47 46 45 44 43 42 41 40
8 9 10 11 12 13 14 15 0 1 2 3 4 5 6 7 24 25 26 27 28 29 30 31 16 17 18 19 20 21 22 23 40 41 42 43 44 45 46 47 32 33 34 35 36 37 38 39
9 8 15 14 13 12 11 10 1 0 7 6 5 4 3 2 25 24 31 30 29 28 27 26 17 16 23 22 21 20 19 18 41 40 47 46 45 44 43 42 33 32 39 38 37 36 35 34
10 11 12 13 14 15 8 9 2 3 4 5 6 7 0 1 26 27 28 29 30 31 24 25 18 19 20 21 22 23 16 17 42 43 44 45 46 47 40 41 34 35 36 37 38 39 32 33
11 10 9 8 15 14 13 12 3 2 1 0 7 6 5 4 27 26 25 24 31 30 29 28 19 18 17 16 23 22 21 20 43 42 41 40 47 46 45 44 35 34 33 32 39 38 37 36
12 13 14 15 8 9 10 11 4 5 6 7 0 1 2 3 28 29 30 31 24 25 26 27 20 21 22 23 16 17 18 19 44 45 46 47 40 41 42 43 36 37 38 39 32 33 34 35
13 12 11 10 9 8 15 14 5 4 3 2 1 0 7 6 29 28 27 26 25 24 31 30 21 20 19 18 17 16 23 22 45 44 43 42 41 40 47 46 37 36 35 34 33 32 39 38
14 15 8 9 10 11 12 13 6 7 0 1 2 3 4 5 30 31 24 25 26 27 28 29 22 23 16 17 18 19 20 21 46 47 40 41 42 43 44 45 38 39 32 33 34 35 36 37
15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
17 16 23 22 21 20 19 18 25 24 31 30 29 28 27 26 33 32 39 38 37 36 35 34 41 40 47 46 45 44 43 42 1 0 7 6 5 4 3 2 9 8 15 14 13 12 11 10
18 19 20 21 22 23 16 17 26 27 28 29 30 31 24 25 34 35 36 37 38 39 32 33 42 43 44 45 46 47 40 41 2 3 4 5 6 7 0 1 10 11 12 13 14 15 8 9
19 18 17 16 23 22 21 20 27 26 25 24 31 30 29 28 35 34 33 32 39 38 37 36 43 42 41 40 47 46 45 44 3 2 1 0 7 6 5 4 11 10 9 8 15 14 13 12
20 21 22 23 16 17 18 19 28 29 30 31 24 25 26 27 36 37 38 39 32 33 34 35 44 45 46 47 40 41 42 43 4 5 6 7 0 1 2 3 12 13 14 15 8 9 10 11
21 20 19 18 17 16 23 22 29 28 27 26 25 24 31 30 37 36 35 34 33 32 39 38 45 44 43 42 41 40 47 46 5 4 3 2 1 0 7 6 13 12 11 10 9 8 15 14
22 23 16 17 18 19 20 21 30 31 24 25 26 27 28 29 38 39 32 33 34 35 36 37 46 47 40 41 42 43 44 45 6 7 0 1 2 3 4 5 14 15 8 9 10 11 12 13
23 22 21 20 19 18 17 16 31 30 29 28 27 26 25 24 39 38 37 36 35 34 33 32 47 46 45 44 43 42 41 40 7 6 5 4 3 2 1 0 15 14 13 12 11 10 9 8
24 25 26 27 28 29 30 31 16 17 18 19 20 21 22 23 40 41 42 43 44 45 46 47 32 33 34 35 36 37 38 39 8 9 10 11 12 13 14 15 0 1 2 3 4 5 6 7
25 24 31 30 29 28 27 26 17 16 23 22 21 20 19 18 41 40 47 46 45 44 43 42 33 32 39 38 37 36 35 34 9 8 15 14 13 12 11 10 1 0 7 6 5 4 3 2
26 27 28 29 30 31 24 25 18 19 20 21 22 23 16 17 42 43 44 45 46 47 40 41 34 35 36 37 38 39 32 33 10 11 12 13 14 15 8 9 2 3 4 5 6 7 0 1
27 26 25 24 31 30 29 28 19 18 17 16 23 22 21 20 43 42 41 40 47 46 45 44 35 34 33 32 39 38 37 36 11 10 9 8 15 14 13 12 3 2 1 0 7 6 5 4
28 29 30 31 24 25 26 27 20 21 22 23 16 17 18 19 44 45 46 47 40 41 42 43 36 37 38 39 32 33 34 35 12 13 14 15 8 9 10 11 4 5 6 7 0 1 2 3
29 28 27 26 25 24 31 30 21 20 19 18 17 16 23 22 45 44 43 42 41 40 47 46 37 36 35 34 33 32 39 38 13 12 11 10 9 8 15 14 5 4 3 2 1 0 7 6
30 31 24 25 26 27 28 29 22 23 16 17 18 19 20 21 46 47 40 41 42 43 44 45 38 39 32 33 34 35 36 37 14 15 8 9 10 11 12 13 6 7 0 1 2 3 4 5
31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0
32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
33 32 39 38 37 36 35 34 41 40 47 46 45 44 43 42 1 0 7 6 5 4 3 2 9 8 15 14 13 12 11 10 17 16 23 22 21 20 19 18 25 24 31 30 29 28 27 26
34 35 36 37 38 39 32 33 42 43 44 45 46 47 40 41 2 3 4 5 6 7 0 1 10 11 12 13 14 15 8 9 18 19 20 21 22 23 16 17 26 27 28 29 30 31 24 25
35 34 33 32 39 38 37 36 43 42 41 40 47 46 45 44 3 2 1 0 7 6 5 4 11 10 9 8 15 14 13 12 19 18 17 16 23 22 21 20 27 26 25 24 31 30 29 28
36 37 38 39 32 33 34 35 44 45 46 47 40 41 42 43 4 5 6 7 0 1 2 3 12 13 14 15 8 9 10 11 20 21 22 23 16 17 18 19 28 29 30 31 24 25 26 27
37 36 35 34 33 32 39 38 45 44 43 42 41 40 47 46 5 4 3 2 1 0 7 6 13 12 11 10 9 8 15 14 21 20 19 18 17 16 23 22 29 28 27 26 25 24 31 30
38 39 32 33 34 35 36 37 46 47 40 41 42 43 44 45 6 7 0 1 2 3 4 5 14 15 8 9 10 11 12 13 22 23 16 17 18 19 20 21 30 31 24 25 26 27 28 29
39 38 37 36 35 34 33 32 47 46 45 44 43 42 41 40 7 6 5 4 3 2 1 0 15 14 13 12 11 10 9 8 23 22 21 20 19 18 17 16 31 30 29 28 27 26 25 24
40 41 42 43 44 45 46 47 32 33 34 35 36 37 38 39 8 9 10 11 12 13 14 15 0 1 2 3 4 5 6 7 24 25 26 27 28 29 30 31 16 17 18 19 20 21 22 23
41 40 47 46 45 44 43 42 33 32 39 38 37 36 35 34 9 8 15 14 13 12 11 10 1 0 7 6 5 4 3 2 25 24 31 30 29 28 27 26 17 16 23 22 21 20 19 18
42 43 44 45 46 47 40 41 34 35 36 37 38 39 32 33 10 11 12 13 14 15 8 9 2 3 4 5 6 7 0 1 26 27 28 29 30 31 24 25 18 19 20 21 22 23 16 17
43 42 41 40 47 46 45 44 35 34 33 32 39 38 37 36 11 10 9 8 15 14 13 12 3 2 1 0 7 6 5 4 27 26 25 24 31 30 29 28 19 18 17 16 23 22 21 20
44 45 46 47 40 41 42 43 36 37 38 39 32 33 34 35 12 13 14 15 8 9 10 11 4 5 6 7 0 1 2 3 28 29 30 31 24 25 26 27 20 21 22 23 16 17 18 19
45 44 43 42 41 40 47 46 37 36 35 34 33 32 39 38 13 12 11 10 9 8 15 14 5 4 3 2 1 0 7 6 29 28 27 26 25 24 31 30 21 20 19 18 17 16 23 22
46 47 40 41 42 43 44 45 38 39 32 33 34 35 36 37 14 15 8 9 10 11 12 13 6 7 0 1 2 3 4 5 30 31 24 25 26 27 28 29 22 23 16 17 18 19 20 21
47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16
Z3:Z2:D8
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47
1 0 7 6 5 4 3 2 9 8 15 14 13 12 11 10 17 16 23 22 21 20 19 18 25 24 31 30 29 28 27 26 33 32 39 38 37 36 35 34 41 40 47 46 45 44 43 42
2 3 4 5 6 7 0 1 10 11 12 13 14 15 8 9 18 19 20 21 22 23 16 17 26 27 28 29 30 31 24 25 34 35 36 37 38 39 32 33 42 43 44 45 46 47 40 41
3 2 1 0 7 6 5 4 11 10 9 8 15 14 13 12 19 18 17 16 23 22 21 20 27 26 25 24 31 30 29 28 35 34 33 32 39 38 37 36 43 42 41 40 47 46 45 44
4 5 6 7 0 1 2 3 12 13 14 15 8 9 10 11 20 21 22 23 16 17 18 19 28 29 30 31 24 25 26 27 36 37 38 39 32 33 34 35 44 45 46 47 40 41 42 43
5 4 3 2 1 0 7 6 13 12 11 10 9 8 15 14 21 20 19 18 17 16 23 22 29 28 27 26 25 24 31 30 37 36 35 34 33 32 39 38 45 44 43 42 41 40 47 46
6 7 0 1 2 3 4 5 14 15 8 9 10 11 12 13 22 23 16 17 18 19 20 21 30 31 24 25 26 27 28 29 38 39 32 33 34 35 36 37 46 47 40 41 42 43 44 45
7 6 5 4 3 2 1 0 15 14 13 12 11 10 9 8 23 22 21 20 19 18 17 16 31 30 29 28 27 26 25 24 39 38 37 36 35 34 33 32 47 46 45 44 43 42 41 40
8 9 10 11 12 13 14 15 0 1 2 3 4 5 6 7 40 41 42 43 44 45 46 47 32 33 34 35 36 37 38 39 24 25 26 27 28 29 30 31 16 17 18 19 20 21 22 23
