g6	n	Q	bip	dist	Rnum	Rden	R	w
L??CAB{Nr{Vg~?	13	22	16	33	825	84	9.8214	3,3,0,0,1,1,3,3,0,2,2,2,2
L??CAB{Nr{Vg~?	13	23	18	33	825	79	10.4430	3,3,0,0,1,2,3,3,1,2,2,2,1
L???FBOBw}Ds~_	13	21	14	33	825	91	9.0659	1,1,2,2,0,0,2,3,3,0,3,3,1
L??CA?_~@}JsfW	13	22	14	40	1000	134	7.4627	2,2,2,0,1,0,2,2,3,2,2,1,3
L??CABo{B{VgB{	13	25	21	39	975	100	9.7500	3,3,0,0,0,2,3,2,1,2,3,4,2
L??CEB_~?~NoNo	13	20	12	19	475	100	4.7500	3,0,2,0,1,2,1,1,3,2,2,0,3
L??CAB{Nr{Vg~?	13	24	18	45	1125	126	8.9286	3,3,0,0,0,0,3,3,2,3,3,3,1
L???FBOBw}Ds~_	13	22	16	33	825	84	9.8214	1,1,2,2,0,1,1,3,3,0,3,3,2
L??CEB_~?~NoNo	13	21	13	20	500	116	4.3103	1,2,2,1,0,1,1,2,3,1,2,2,3
L??CA?_~@}JsfW	13	23	18	33	825	79	10.4430	3,0,3,1,2,0,3,0,3,2,2,2,2
L??CAB{Nr{Vg~?	13	25	21	39	975	100	9.7500	3,3,0,0,0,2,4,3,2,2,2,3,1
L??CEB_~?~NoNo	13	22	14	23	575	134	4.2910	2,1,3,0,1,2,2,2,2,2,2,2,1
L???FBOBw}Ds~_	13	23	17	36	900	104	8.6538	3,0,3,2,0,1,1,3,3,0,3,3,1
L??CEBoB~wFw^_	13	20	12	19	475	100	4.7500	0,2,0,3,0,2,0,3,2,3,2,2,1
L??CEB_~?~NoNo	13	23	16	24	600	129	4.6512	2,2,3,0,1,2,2,2,2,2,2,1,2
L??CEBoB~wFw^_	13	21	13	20	500	116	4.3103	1,2,1,1,1,1,1,2,3,2,1,3,2
L??CA?_~@}JsfW	13	24	18	47	1175	126	9.3254	2,3,3,0,0,0,0,3,3,3,2,2,3
L???FBOBw}Ds~_	13	24	19	41	1025	101	10.1485	0,1,3,3,0,0,2,3,3,2,3,2,2
L??CEB_~?~NoNo	13	24	18	26	650	126	5.1587	3,2,2,0,1,2,2,2,2,2,2,2,2
L??CEBoB~wFw^_	13	22	14	23	575	134	4.2910	1,2,1,1,0,1,2,2,2,3,2,3,2
L??CEB_~?~NoNo	13	25	19	28	700	150	4.6667	3,3,1,0,2,0,3,2,1,3,2,3,2
L??CEBoB~wFw^_	13	23	16	24	600	129	4.6512	3,1,1,1,3,0,2,1,3,2,2,2,2
L???FBOBw}Ds~_	13	25	21	39	975	100	9.7500	0,0,4,3,1,1,0,3,3,3,3,2,2
L??CEB{~FwFw^_	13	20	12	19	475	100	4.7500	2,3,0,0,0,2,3,2,1,1,1,3,2
L??CA?_~@}JsfW	13	25	19	51	1275	150	8.5000	2,3,3,0,0,1,1,3,3,3,2,2,2
L??CEBoB~wFw^_	13	24	18	27	675	126	5.3571	0,3,0,3,0,3,0,3,3,3,1,3,2
L???FAWFrL^o~_	13	20	12	27	675	100	6.7500	3,1,1,0,2,1,0,2,2,3,3,0,2
L??CEB{~FwFw^_	13	21	12	19	475	141	3.3688	3,2,0,0,0,2,2,3,0,1,2,3,3
L??CEBoB~wFw^_	13	25	19	28	700	150	4.6667	3,1,0,2,0,3,2,1,3,3,3,2,2
L??CEB{~FwFw^_	13	22	15	19	475	109	4.3578	3,3,0,0,1,2,3,2,1,1,1,3,2
L??CAB_Fz{VgNo	13	20	13	29	725	75	9.6667	2,3,1,0,1,0,3,2,1,1,2,3,1
L???FAWFrL^o~_	13	21	14	33	825	91	9.0659	2,0,2,0,2,0,2,3,3,3,3,0,1
L??CEB{Nr{No^_	13	20	12	19	475	100	4.7500	3,2,0,1,0,2,2,3,2,2,0,0,3
L??CEB{~FwFw^_	13	23	15	24	600	154	3.8961	3,4,0,0,1,2,3,2,0,2,1,3,2
L??CEB{Nr{No^_	13	21	12	19	475	141	3.3688	3,2,1,1,1,0,2,3,2,2,0,2,2
L???FAWFrL^o~_	13	22	16	33	825	84	9.8214	2,0,2,0,2,2,0,3,3,3,3,0,2
L??CAB_Fz{VgNo	13	21	14	34	850	91	9.3407	2,3,1,0,0,1,3,2,2,1,2,3,1
L??CEB{~FwFw^_	13	24	18	27	675	126	5.3571	3,3,0,0,1,2,3,3,2,1,0,3,3
L??CEB{Nr{No^_	13	22	15	19	475	109	4.3578	3,2,0,0,0,3,3,3,3,2,0,0,3
L???FAWFrL^o~_	13	23	17	36	900	104	8.6538	2,0,2,1,2,1,2,3,3,3,3,0,1
L??CEB{~FwFw^_	13	25	18	27	675	175	3.8571	3,3,0,0,1,2,3,3,0,2,2,3,3
L??CEB{Nr{No^_	13	23	15	24	600	154	3.8961	3,3,0,0,2,2,3,3,2,2,1,1,1
L??CAB_Fz{VgNo	13	22	15	34	850	109	7.7982	3,2,1,0,0,1,2,3,3,1,3,2,1
L???FAWFrL^o~_	13	24	18	45	1125	126	8.9286	3,1,2,1,2,1,2,3,3,3,3,0,0
L??CEB{Nr{No^_	13	24	16	28	700	176	3.9773	4,2,0,0,2,2,2,4,2,2,2,1,1
L??CE@A~FwFwnG	13	20	12	27	675	100	6.7500	2,2,0,0,1,2,2,3,3,1,1,2,1
L??CEB{Nr{No^_	13	25	17	28	700	200	3.5000	4,2,0,0,2,1,2,4,3,3,2,1,1
L??CAB_Fz{VgNo	13	23	17	36	900	104	8.6538	3,3,1,0,0,1,2,3,2,1,3,2,2
L???FAWFrL^o~_	13	25	21	39	975	100	9.7500	2,0,2,1,2,1,2,4,3,3,3,1,1
L??CE@A~FwFwnG	13	21	14	33	825	91	9.0659	1,3,0,0,1,2,2,2,3,1,1,3,2
L??CE@afNw^_No	13	20	13	25	625	75	8.3333	3,2,1,0,0,3,1,2,3,2,1,0,2
L??CE@A~FwFwnG	13	22	16	33	825	84	9.8214	2,3,0,0,1,2,2,2,3,2,0,3,2
L??CAB_Fz{VgNo	13	24	19	44	1100	101	10.8911	3,3,1,0,0,1,3,3,2,1,3,3,1
L??CAB_~?~NonO	13	20	13	28	700	75	9.3333	2,2,1,0,1,0,3,3,1,2,1,2,2
L??CE@afNw^_No	13	21	15	24	600	66	9.0909	2,2,1,2,1,0,1,3,2,2,0,2,3
L??CE@A~FwFwnG	13	23	17	36	900	104	8.6538	1,3,0,0,0,3,2,2,3,1,2,3,3
L??CAB_Fz{VgNo	13	25	21	35	875	100	8.7500	3,2,1,1,0,0,2,3,3,3,3,4,0
L??CAB_~?~NonO	13	21	14	34	850	91	9.3407	2,3,1,0,0,1,3,2,1,1,2,2,3
L??CE@afNw^_No	13	22	16	33	825	84	9.8214	2,3,0,0,2,1,2,2,3,2,1,1,3
L??CE@A~FwFwnG	13	24	18	45	1125	126	8.9286	0,3,0,0,1,2,3,3,3,1,2,3,3
L??CABoBz{Vg~?	13	20	13	29	725	75	9.6667	2,3,0,1,0,1,3,2,1,1,2,3,1
L??CAB_~?~NonO	13	22	16	32	800	84	9.5238	3,3,0,0,0,2,3,2,1,1,2,2,3
L??CE@afNw^_No	13	23	17	34	850	104	8.1731	1,3,2,0,0,2,2,3,3,3,0,2,2
L??CE@A~FwFwnG	13	25	21	39	975	100	9.7500	2,3,0,0,1,2,2,3,4,1,2,3,2
L??CAB_~?~NonO	13	23	17	36	900	104	8.6538	3,3,0,1,0,2,3,2,2,0,1,3,3
L??CABoBz{Vg~?	13	21	14	34	850	91	9.3407	2,3,0,1,0,1,3,2,1,2,2,3,1
L??CE@afNw^_No	13	24	19	41	1025	101	10.1485	2,3,1,0,1,2,2,3,3,2,0,2,3
L??CE@afNwNoNo	13	20	13	29	725	75	9.6667	1,2,1,0,1,2,1,3,3,2,1,1,2
L??CAB_~?~NonO	13	24	19	41	1025	101	10.1485	3,3,1,0,0,2,3,2,2,0,2,3,3
L??CABoBz{Vg~?	13	22	16	31	775	84	9.2262	3,2,0,2,1,0,3,3,1,1,3,2,1
L??CE@afNw^_No	13	25	21	39	975	100	9.7500	2,3,0,0,2,2,3,3,3,2,0,2,3
L??CE@afNwNoNo	13	21	14	34	850	91	9.3407	2,2,1,0,1,2,1,3,3,2,1,1,2
L??CAB_~?~NonO	13	25	21	45	1125	100	11.2500	3,3,1,0,0,1,3,3,1,1,3,3,3
L??CABoBz{Vg~?	13	23	17	37	925	104	8.8942	2,3,0,1,0,2,3,3,2,1,2,3,1
L??CE@afGz^_No	13	20	13	27	675	75	9.0000	2,1,2,0,0,2,2,2,3,1,2,2,1
L??CE@afNwNoNo	13	22	16	33	825	84	9.8214	2,3,0,0,2,1,2,3,2,3,0,2,2
L??CAB_Fw~NonO	13	20	12	29	725	100	7.2500	2,2,1,0,1,0,2,2,2,1,1,3,3
L??CABoBz{Vg~?	13	24	19	44	1100	101	10.8911	3,3,0,1,0,1,3,3,1,2,3,3,1
L??CE@afGz^_No	13	21	14	32	800	91	8.7912	2,2,2,0,0,2,2,2,2,1,2,2,2
L??CE@afNwNoNo	13	23	17	36	900	104	8.6538	1,3,0,0,0,3,2,3,3,2,3,0,3
L??CAB_Fw~NonO	13	21	14	32	800	91	8.7912	3,2,1,0,0,2,2,3,2,0,1,3,2
L??CE@afNwNoNo	13	24	19	44	1100	101	10.8911	2,3,1,0,1,2,1,3,3,3,1,1,3
L??CAB_Fw~NonO	13	22	16	33	825	84	9.8214	3,3,0,0,0,2,2,2,2,1,1,3,3
L??CABoBz{Vg~?	13	25	21	45	1125	100	11.2500	3,3,0,1,0,1,3,3,1,3,3,3,1
L??CE@afGz^_No	13	22	16	33	825	84	9.8214	3,2,1,0,1,2,2,2,3,1,1,2,2
L??CAB_Fw~NonO	13	23	17	36	900	104	8.6538	3,3,0,2,1,0,3,2,2,1,0,3,3
L??CEB_WfwBmNo	13	20	13	29	725	75	9.6667	2,1,1,0,1,1,3,1,1,2,3,3,1
L??CE@afNwNoNo	13	25	21	45	1125	100	11.2500	3,3,1,0,0,3,1,3,3,3,1,1,3
L??CE@afGz^_No	13	23	18	33	825	79	10.4430	2,2,0,0,1,2,3,3,3,0,2,3,2
L??CB@_{Cz@}^_	13	20	13	25	625	75	8.3333	2,1,1,1,0,1,2,3,0,3,2,1,3
L??CAB_Fw~NonO	13	24	19	41	1025	101	10.1485	3,2,2,0,0,1,3,3,2,0,2,3,3
L??CEB_WfwBmNo	13	21	14	34	850	91	9.3407	3,1,1,1,2,0,2,1,1,3,2,2,2
L??CE@afGz^_No	13	24	19	43	1075	101	10.6436	2,2,2,0,2,0,1,3,3,3,1,2,3
L??CAB_Fw~NonO	13	25	21	39	975	100	9.7500	3,4,0,0,1,2,3,2,2,0,2,3,3
L??CB@_{Cz@}^_	13	21	15	24	600	66	9.0909	3,1,1,1,1,0,2,2,1,2,3,2,2
L??CEB_WfwBmNo	13	22	16	33	825	84	9.8214	3,0,2,0,1,1,2,2,0,3,3,3,2
L??CE@afGz^_No	13	25	20	45	1125	125	9.0000	2,3,2,0,1,2,2,2,2,2,2,2,3
L??CABoBz{Vg^_	13	20	13	25	625	75	8.3333	3,2,0,1,0,1,2,2,1,3,0,2,3
L??CB@_{Cz@}^_	13	22	16	33	825	84	9.8214	3,3,0,0,1,1,2,1,1,2,3,2,3
L??CEB_WfwBmNo	13	23	17	36	900	104	8.6538	2,1,1,0,3,0,3,1,2,2,3,3,2
L??CBB_[cYb{~?	13	20	13	27	675	75	9.0000	1,0,2,1,1,1,2,1,2,2,2,3,2
L??CABoBz{Vg^_	13	21	14	33	825	91	9.0659	3,3,0,0,1,1,2,2,2,1,2,3,1
L??CB@_{Cz@}^_	13	23	17	36	900	104	8.6538	3,1,2,0,2,1,2,2,1,2,3,1,3
L??CEB_WfwBmNo	13	24	19	41	1025	101	10.1485	3,0,2,1,1,0,3,2,1,3,3,3,2
L??CABoBz{Vg^_	13	22	16	33	825	84	9.8214	2,2,0,2,0,0,3,3,2,2,0,3,3
L??CBB_[cYb{~?	13	21	14	32	800	91	8.7912	2,0,2,1,0,2,2,2,2,2,2,2,2
L??CB@_{Cz@}^_	13	24	19	41	1025	101	10.1485	3,1,2,1,0,2,2,1,2,2,3,2,3
L??CABoBz{Vg^_	13	23	17	36	900	104	8.6538	3,3,0,0,1,2,2,3,2,1,2,3,1
L??CBB_[cYb{~?	13	22	16	36	900	84	10.7143	2,0,2,2,2,0,2,2,2,2,2,2,2
L??CEB_WfwBmNo	13	25	21	45	1125	100	11.2500	3,1,1,1,1,1,3,1,1,3,3,3,3
L??CB@_{Cz@}^_	13	25	21	39	975	100	9.7500	4,1,2,0,1,2,2,1,2,2,3,2,3
L??CEB{~@}No^_	13	20	12	19	475	100	4.7500	3,2,0,0,1,2,2,3,1,1,2,2,1
L??CABoBz{Vg^_	13	24	19	41	1025	101	10.1485	3,3,0,1,0,2,2,3,2,2,2,3,1
L??CBB_[cYb{~?	13	23	18	36	900	79	11.3924	2,2,0,2,1,1,2,2,2,2,2,3,2
L??CBB_fSyB{^_	13	20	12	27	675	100	6.7500	3,2,1,0,2,1,2,2,1,2,0,2,2
L??CEB{~@}No^_	13	21	12	19	475	141	3.3688	3,2,0,0,2,2,2,3,1,1,2,2,1
L??CABoBz{Vg^_	13	25	21	39	975	100	9.7500	3,4,0,0,1,2,3,2,2,2,2,3,1
L??CEB{~@}No^_	13	22	15	19	475	109	4.3578	3,2,0,0,1,2,2,3,2,1,3,2,1
L??CBB_fSyB{^_	13	21	14	33	825	91	9.0659	3,1,2,0,0,2,2,2,2,2,1,1,3
L??CBB_[cYb{~?	13	24	19	43	1075	101	10.6436	2,0,3,1,1,2,2,1,2,3,2,3,2
L??CEB{~@}No^_	13	23	15	24	600	154	3.8961	3,3,0,0,2,2,3,3,0,2,2,2,1
L??CEBor?^EY^_	13	20	13	29	725	75	9.6667	1,1,1,2,0,2,1,1,2,3,3,2,1
L??CBB_fSyB{^_	13	22	15	32	800	109	7.3394	3,1,2,0,1,2,3,2,2,2,1,1,2
L??CEB{~@}No^_	13	24	18	27	675	126	5.3571	3,3,0,0,1,2,3,3,1,2,3,2,1
L??CEBor?^EY^_	13	21	14	34	850	91	9.3407	1,1,1,1,3,0,1,1,3,2,2,3,2
L??CBB_[cYb{~?	13	25	20	45	1125	125	9.0000	2,1,2,2,1,2,2,2,2,3,2,2,2
L??CEB{~@}No^_	13	25	18	27	675	175	3.8571	3,3,1,1,1,1,3,3,1,2,3,1,2
L??CBB_fSyB{^_	13	23	17	36	900	104	8.6538	3,2,1,0,0,3,3,2,2,1,2,1,3
L??CBB_fO~B{^_	13	20	12	27	675	100	6.7500	3,1,2,0,1,2,2,2,1,2,1,1,2
L??CEBor?^EY^_	13	22	16	31	775	84	9.2262	1,1,3,0,1,2,1,2,2,3,3,2,1
L??CE@A~B{FkNo	13	20	13	25	625	75	8.3333	3,3,0,0,1,2,2,1,2,2,1,2,1
L??CBB_fO~B{^_	13	21	14	33	825	91	9.0659	3,2,1,0,2,0,2,2,2,3,0,1,3
L??CBB_fSyB{^_	13	24	18	45	1125	126	8.9286	3,1,2,0,1,2,3,3,3,1,2,0,3
L??CEBor?^EY^_	13	23	18	33	825	79	10.4430	2,0,0,3,1,2,3,0,3,3,2,2,2
L??CE@A~B{FkNo	13	21	14	33	825	91	9.0659	3,1,0,2,0,1,3,2,2,2,2,3,0
L??CBB_fO~B{^_	13	22	16	33	825	84	9.8214	3,1,2,0,0,2,2,2,2,3,1,1,3
L??CBB_fSyB{^_	13	25	21	39	975	100	9.7500	3,2,2,0,1,2,3,2,2,1,2,2,3
L??CEBor?^EY^_	13	24	19	44	1100	101	10.8911	1,1,3,0,3,0,1,1,3,3,3,3,2
L??CE@A~B{FkNo	13	22	16	33	825	84	9.8214	2,2,1,0,1,1,3,2,3,3,0,2,2
L??CBB_fO~B{^_	13	23	18	33	825	79	10.4430	3,3,0,1,1,0,2,2,2,3,0,3,3
L??CE@A~B{FkNo	13	23	17	36	900	104	8.6538	3,3,1,1,1,0,3,1,3,3,0,2,2
L??CBBo{Cy@}^_	13	20	13	25	625	75	8.3333	2,0,2,1,0,1,3,2,2,1,3,1,2
L??CEBor?^EY^_	13	25	21	39	975	100	9.7500	3,0,0,4,2,1,2,0,3,3,3,2,2
L??CBB_fO~B{^_	13	24	18	45	1125	126	8.9286	3,1,2,0,1,2,3,3,3,3,0,0,3
L??CEB{~@}Fw^_	13	20	12	19	475	100	4.7500	2,3,0,1,1,0,3,2,2,1,0,3,2
L??CE@A~B{FkNo	13	24	19	41	1025	101	10.1485	2,2,0,0,1,2,3,2,3,3,1,3,2
L??CBB_fO~B{^_	13	25	21	39	975	100	9.7500	3,2,2,0,1,2,3,2,2,3,0,2,3
L??CBBo{Cy@}^_	13	21	15	24	600	66	9.0909	3,2,0,1,1,0,2,3,1,1,3,2,2
L??CEB{~@}Fw^_	13	21	12	19	475	141	3.3688	3,2,0,0,2,2,2,3,1,1,1,1,3
L??CE@A~B{FkNo	13	25	21	39	975	100	9.7500	2,3,0,0,1,2,4,2,3,3,0,3,2
L??CBAPfO}^_Zg	13	20	13	28	700	75	9.3333	2,3,0,1,0,1,3,2,1,2,2,2,1
L??CEB{~@}Fw^_	13	22	15	19	475	109	4.3578	3,3,0,0,1,2,3,2,2,1,2,1,2
L??CBBo{Cy@}^_	13	22	16	33	825	84	9.8214	3,1,2,0,0,2,2,2,0,2,3,2,3
L??CEB{~@}Fw^_	13	23	15	24	600	154	3.8961	3,3,0,0,2,2,3,3,0,2,1,1,3
L??CE@afNwFwNo	13	20	13	25	625	75	8.3333	3,3,1,0,2,0,1,2,2,2,1,2,1
L??CBAPfO}^_Zg	13	21	14	34	850	91	9.3407	3,1,2,1,0,1,2,2,1,1,3,2,2
L??CBBo{Cy@}^_	13	23	18	33	825	79	10.4430	2,1,1,2,0,0,3,3,0,3,3,2,3
L??CEB{~@}Fw^_	13	24	18	27	675	126	5.3571	3,3,0,0,1,2,3,3,1,2,2,1,3
L??CE@afNwFwNo	13	21	15	24	600	66	9.0909	2,2,1,0,0,3,1,3,2,2,2,1,2
L??CEB{~@}Fw^_	13	25	18	26	650	175	3.7143	3,2,0,0,0,2,2,3,2,2,2,2,5
L??CE@afNwFwNo	13	22	16	33	825	84	9.8214	2,3,0,0,3,0,2,2,3,2,2,1,2
L??CBAPfO}^_Zg	13	22	16	31	775	84	9.2262	2,2,1,1,0,1,3,3,1,2,2,3,1
L??CE@A~B{FkNW	13	20	12	27	675	100	6.7500	2,2,0,0,1,2,3,3,2,2,1,1,1
L??CBBo{Cy@}^_	13	24	19	41	1025	101	10.1485	3,1,2,1,0,2,3,2,0,2,3,2,3
L??CBAPfO}^_Zg	13	23	17	37	925	104	8.8942	2,3,0,1,0,2,3,3,2,1,2,3,1
L??CE@A~B{FkNW	13	21	14	33	825	91	9.0659	3,1,0,0,3,0,3,2,2,2,2,0,3
L??CE@afNwFwNo	13	23	17	36	900	104	8.6538	1,3,0,0,3,0,3,2,3,3,2,1,2
L??CBBo{Cy@}^_	13	25	21	39	975	100	9.7500	3,1,3,0,0,3,3,2,0,2,3,2,3
L??CE@A~B{FkNW	13	22	16	33	825	84	9.8214	3,2,0,0,1,2,3,2,2,2,2,3,0
L??CBAPfO}^_Zg	13	24	18	40	1000	126	7.9365	3,2,2,1,0,2,3,2,1,2,3,2,1
L??CE@afNwFwNo	13	24	19	41	1025	101	10.1485	2,2,2,0,1,2,1,3,3,3,2,2,1
L??CBAPFo}Ls~?	13	20	13	25	625	75	8.3333	2,2,0,1,1,0,2,3,1,0,2,3,3
L??CE@A~B{FkNW	13	23	18	33	825	79	10.4430	3,3,0,1,2,0,3,2,2,2,2,0,3
L??CBAPfO}^_Zg	13	25	20	46	1150	125	9.2000	3,0,3,1,0,2,3,3,2,1,3,3,1
L??CE@afNwFwNo	13	25	21	39	975	100	9.7500	2,3,0,0,0,4,3,3,3,2,2,3,0
L??CBAPFo}Ls~?	13	21	15	24	600	66	9.0909	2,1,1,1,0,1,3,3,2,2,1,2,2
L??CBAPFr\Ls~?	13	20	12	29	725	100	7.2500	2,1,1,1,1,0,2,2,2,3,0,2,3
L??CB@_~CzNoFw	13	20	12	27	675	100	6.7500	2,1,2,0,0,2,3,1,1,2,3,1,2
L??CE@A~B{FkNW	13	24	18	45	1125	126	8.9286	3,0,0,0,1,2,3,3,3,3,3,2,1
L??CBAPFo}Ls~?	13	22	16	33	825	84	9.8214	2,1,2,2,0,0,3,2,2,1,2,2,3
L??CBAPFr\Ls~?	13	21	15	24	600	66	9.0909	3,2,1,1,0,1,2,2,2,2,1,1,3
L??CE@A~B{FkNW	13	25	21	39	975	100	9.7500	3,2,0,0,2,2,3,3,3,2,2,2,1
L??CB@_~CzNoFw	13	21	14	33	825	91	9.0659	3,1,2,0,0,1,3,0,3,2,2,2,2
L??CBAPFo}Ls~?	13	23	17	36	900	104	8.6538	3,0,3,0,1,2,2,3,2,0,3,1,3
L??CBAPFr\Ls~?	13	22	16	33	825	84	9.8214	2,2,1,2,0,0,3,2,2,3,0,2,3
L??CE@afKx^_No	13	20	13	25	625	75	8.3333	3,2,1,0,1,2,1,2,3,1,1,1,2
L??CB@_~CzNoFw	13	22	16	33	825	84	9.8214	3,1,2,0,0,2,3,1,2,2,2,2,2
L??CBAPFr\Ls~?	13	23	17	36	900	104	8.6538	3,1,2,0,1,2,2,3,2,3,0,1,3
L??CBAPFo}Ls~?	13	24	19	41	1025	101	10.1485	2,0,3,2,0,1,3,3,2,1,2,2,3
L??CB@_~CzNoFw	13	23	17	36	900	104	8.6538	3,2,1,0,1,0,3,1,2,2,2,3,3
L??CE@afKx^_No	13	21	15	24	600	66	9.0909	2,2,1,0,1,2,1,3,2,0,2,2,3
L??CBAPFr\Ls~?	13	24	19	41	1025	101	10.1485	2,1,2,2,0,1,3,3,2,3,1,1,3
L??CBAPFo}Ls~?	13	25	21	39	975	100	9.7500	3,0,4,3,0,0,3,2,2,1,2,2,3
L??CE@afKx^_No	13	22	16	33	825	84	9.8214	2,2,2,0,0,2,0,3,3,0,3,2,3
L??CB@_~CzNoFw	13	24	18	45	1125	126	8.9286	3,1,2,0,0,0,3,1,2,3,3,3,3
L??CBAXfO}Ks~?	13	20	13	29	725	75	9.6667	3,3,0,0,1,1,2,2,1,1,3,1,2
L??CE@afKx^_No	13	23	17	36	900	104	8.6538	1,3,0,0,1,2,3,2,3,2,1,2,3
L??CBAPFr\Ls~?	13	25	21	39	975	100	9.7500	3,0,2,0,0,3,3,4,2,3,0,2,3
L??CB@_~CzNoFw	13	25	21	39	975	100	9.7500	3,2,2,0,0,2,3,1,2,2,3,2,3
L??CE@afKx^_No	13	24	19	41	1025	101	10.1485	2,3,1,0,1,2,2,2,3,1,2,2,3
L??CBAXXg}No~?	13	20	13	29	725	75	9.6667	3,1,2,0,1,1,2,2,1,1,3,1,2
L??CBAXfO}Ks~?	13	21	14	34	850	91	9.3407	3,1,2,0,1,1,2,2,1,1,3,2,2
L??CBB_fO~^_^_	13	20	13	25	625	75	8.3333	2,1,2,1,0,2,3,2,1,2,1,1,2
L??CE@afKx^_No	13	25	21	39	975	100	9.7500	2,4,0,1,1,1,3,2,3,2,1,2,3
L??CBAXXg}No~?	13	21	14	34	850	91	9.3407	2,1,1,0,1,1,3,3,2,1,2,1,3
L??CBB_fO~^_^_	13	21	15	24	600	66	9.0909	2,3,0,0,0,2,2,3,1,2,2,1,3
L??CBAXfO}Ks~?	13	22	16	31	775	84	9.2262	3,0,3,0,2,1,3,2,1,1,3,1,2
L??CBB_WfwB{fS	13	20	13	25	625	75	8.3333	3,1,2,0,1,2,2,1,1,2,2,2,1
L??CBAXXg}No~?	13	22	16	32	800	84	9.5238	3,1,2,0,2,0,3,2,2,1,3,1,2
L??CBB_fO~^_^_	13	22	16	32	800	84	9.5238	3,1,2,2,0,0,2,3,1,2,2,1,3
L??CBAXfO}Ks~?	13	23	17	37	925	104	8.8942	3,2,1,0,1,2,3,2,2,1,3,1,2
L??CBB_WfwB{fS	13	21	14	33	825	91	9.0659	2,2,1,0,1,1,3,2,0,2,3,3,1
L??CBAXXg}No~?	13	23	17	37	925	104	8.8942	3,1,2,0,2,1,2,3,1,2,3,1,2
L??CBB_WfwB{fS	13	22	16	32	800	84	9.5238	2,1,2,1,1,1,3,1,1,2,2,3,2
L??CBB_fO~^_^_	13	23	17	36	900	104	8.6538	3,2,1,0,0,3,3,2,2,3,1,0,3
L??CBAXfO}Ks~?	13	24	19	44	1100	101	10.8911	3,3,0,1,0,1,3,3,1,1,3,2,3
L??CBB_WfwB{fS	13	23	17	36	900	104	8.6538	3,0,3,0,2,1,3,2,0,2,3,3,1
L??CBAXXg}No~?	13	24	19	44	1100	101	10.8911	3,1,2,0,1,1,3,3,2,1,3,1,3
L??CBB_fO~^_^_	13	24	19	41	1025	101	10.1485	3,2,1,0,0,2,2,3,2,3,2,1,3
L??CBB_WfwB{fS	13	24	19	41	1025	101	10.1485	2,3,0,0,0,3,2,1,2,3,3,3,2
L??CBAXfO}Ks~?	13	25	21	39	975	100	9.7500	2,0,3,1,2,0,4,3,2,0,3,2,3
L??CBAXXg}No~?	13	25	21	45	1125	100	11.2500	3,2,1,0,1,1,3,3,3,1,3,1,3
L??CBB_fO~^_^_	13	25	21	39	975	100	9.7500	3,1,3,0,1,2,3,2,2,3,2,0,3
L??CBA\fO}No~?	13	20	12	27	675	100	6.7500	2,1,2,0,0,2,3,2,2,1,2,1,2
L??CBB_WfwB{fS	13	25	21	39	975	100	9.7500	2,1,2,3,0,0,4,3,0,2,3,3,2
L??CFB_WcwnoFw	13	20	12	27	675	100	6.7500	3,1,2,0,1,2,2,1,1,2,2,1,2
L??CBB_fO~No^_	13	20	12	27	675	100	6.7500	3,1,2,0,1,2,2,2,1,2,2,1,1
L??CBA\fO}No~?	13	21	14	33	825	91	9.0659	3,0,3,0,1,0,3,3,0,2,2,2,2
L??CB?W`W}Ks~?	13	20	12	40	1000	100	10.0000	2,0,2,0,2,0,2,2,2,2,2,2,2
L??CFB_WcwnoFw	13	21	14	33	825	91	9.0659	2,2,1,1,0,2,1,2,1,2,3,2,2
L??CBB_fO~No^_	13	21	14	33	825	91	9.0659	3,1,2,0,0,2,2,2,2,3,1,2,1
L??CBA\fO}No~?	13	22	16	33	825	84	9.8214	3,1,2,0,0,2,3,3,0,2,2,2,2
L??CFB_WcwnoFw	13	22	16	33	825	84	9.8214	2,0,3,1,0,2,2,3,0,2,3,2,2
L??CBB_fO~No^_	13	22	16	33	825	84	9.8214	3,1,2,0,0,2,2,2,2,3,2,1,2
L??CB?W`W}Ks~?	13	21	14	33	825	91	9.0659	0,2,1,1,2,1,0,3,3,2,2,2,2
L??CBA\fO}No~?	13	23	18	33	825	79	10.4430	3,1,2,0,1,2,3,3,1,1,2,2,2
L??CFB_WcwnoFw	13	23	18	33	825	79	10.4430	2,3,0,0,1,2,3,2,1,2,3,2,2
L??CBB_fO~No^_	13	23	18	33	825	79	10.4430	3,1,2,0,0,2,2,2,2,3,3,1,2
L??CBA\fO}No~?	13	24	18	45	1125	126	8.9286	3,1,2,0,0,0,3,3,1,2,3,3,3
L??CB?W`W}Ks~?	13	22	16	33	825	84	9.8214	0,2,1,1,2,2,0,3,3,2,2,2,2
L??CBB_fO~No^_	13	24	18	45	1125	126	8.9286	3,1,2,0,1,2,3,3,3,3,0,2,1
L??CFB_WcwnoFw	13	24	18	45	1125	126	8.9286	3,1,2,0,1,2,0,1,2,3,3,3,3
L??CBA\fO}No~?	13	25	21	39	975	100	9.7500	3,1,2,0,0,2,4,3,1,2,2,2,3
L??CBB_fO~No^_	13	25	21	39	975	100	9.7500	3,2,2,0,1,2,3,2,2,3,2,2,1
